"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"63803",1,6,6,5,6,6,4,5,2,4,1,1,4,6,5,1,2,3,1,2,3,4,5,4,2
"63807",2,3,4,5,3,3,3,3,2,6,5,3,6,4,4,6,6,5,4,1,3,2,4,6,4
"63810",3,5,4,4,5,5,4,4,4,6,4,4,4,4,5,2,2,6,6,5,6,1,5,6,3
"63811",5,5,5,6,5,6,6,6,1,3,5,4,4,5,6,5,5,4,2,6,6,3,4,6,5
"63812",1,NA,6,6,6,3,5,5,1,2,1,1,5,5,NA,2,2,1,1,2,6,1,5,6,1
"63815",2,5,4,6,3,4,5,6,2,1,1,2,4,6,5,2,2,1,1,1,6,1,6,6,1
"63816",2,5,4,5,5,6,5,4,1,2,5,3,2,4,3,3,2,2,2,2,2,3,4,3,4
"63817",3,5,5,2,6,6,6,6,1,1,2,1,6,6,5,5,4,5,1,2,5,2,5,3,1
"63818",1,4,4,6,3,3,5,4,4,4,6,5,1,1,4,6,6,6,4,2,4,2,4,4,3
"63820",4,2,1,2,2,5,6,5,2,4,6,6,1,2,5,2,2,1,2,1,2,5,2,5,1
"63822",1,5,5,2,5,2,5,2,1,5,5,2,2,2,5,2,2,2,4,4,5,2,4,5,1
"63823",4,5,4,6,4,4,4,2,3,4,3,1,4,5,5,NA,4,4,2,1,3,5,3,5,4
"63824",1,6,6,6,6,1,6,5,2,5,2,1,6,3,6,1,4,1,5,1,6,1,5,3,1
"63825",1,5,6,5,6,4,2,5,3,5,1,2,5,5,4,1,4,1,1,3,5,1,4,5,2
"63826",4,4,2,5,3,4,5,5,5,NA,6,5,1,1,2,5,4,4,6,3,2,3,1,4,3
"63827",1,6,5,2,5,6,4,5,1,5,3,4,3,5,4,1,1,1,4,1,5,4,2,6,2
"63828",3,3,4,5,5,5,5,3,3,6,4,5,3,5,3,1,3,2,2,2,6,3,5,4,3
"63829",1,5,5,5,2,3,5,4,2,3,5,2,2,4,6,2,3,4,3,2,5,2,5,5,3
"63834",5,6,6,4,6,5,5,4,2,5,2,1,6,5,5,5,5,5,4,1,6,2,6,6,1
"63835",5,5,3,6,5,4,5,5,3,3,5,4,2,5,6,1,1,NA,1,1,5,2,6,NA,1
"63837",5,3,5,4,4,5,4,3,1,1,3,5,3,3,5,3,3,1,3,2,3,3,2,4,3
"63838",1,5,5,5,4,5,5,5,1,1,1,1,5,6,5,1,1,1,1,1,6,1,5,4,4
"63839",4,5,1,5,1,4,6,6,6,4,6,4,2,1,6,5,5,4,6,3,6,4,5,6,5
"63846",2,6,6,3,5,6,3,5,1,1,3,2,3,5,5,3,4,4,3,4,5,1,5,5,2
"63847",5,5,2,5,1,5,5,5,2,3,4,4,5,4,5,2,3,3,2,5,5,1,5,6,2
"63849",1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,2,4,3,2,6,1,6,4,1
"63851",3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,5,5,4,2,2,6,1,5,6,2
"63852",4,5,5,5,6,5,5,6,2,4,1,1,5,5,5,3,4,4,1,3,4,4,4,5,2
"63853",3,4,3,2,4,5,5,5,2,5,NA,3,5,5,5,2,3,2,5,6,6,5,5,6,3
"63854",1,6,6,5,6,6,6,1,2,5,1,1,6,6,6,1,1,2,4,6,6,1,5,6,3
"63855",2,5,5,5,5,6,5,6,1,2,1,4,4,4,6,1,4,4,5,6,6,2,4,5,2
"63856",2,5,4,6,5,4,5,1,2,6,2,1,6,6,5,5,6,5,3,4,6,1,5,6,2
"63862",5,2,1,1,1,2,5,2,3,5,4,6,1,2,1,1,1,1,1,1,6,2,5,6,6
"63863",3,5,5,6,4,5,6,5,2,2,5,2,2,4,5,4,4,2,2,2,5,5,5,4,2
"63866",4,5,3,5,4,4,2,4,3,4,4,3,2,NA,5,2,4,2,2,3,3,4,4,3,3
"63868",2,4,5,4,2,4,3,3,2,4,3,5,2,2,3,5,5,6,4,4,5,2,3,5,1
"63871",1,6,6,5,5,6,6,6,1,1,4,5,5,1,5,3,5,1,1,1,6,2,5,5,5
"63873",1,6,6,5,5,3,3,4,4,4,4,4,4,4,4,3,4,4,5,2,5,1,5,6,2
"63875",5,6,5,6,5,6,5,6,1,3,2,4,2,5,5,1,2,1,2,1,5,2,5,5,2
"63877",4,4,4,4,5,6,3,2,5,5,5,4,4,4,4,3,3,4,5,3,6,2,5,6,2
"63879",4,4,1,1,2,4,3,5,2,1,1,1,4,2,5,4,5,2,4,2,5,1,6,4,1
"63880",2,4,2,5,4,5,5,6,1,5,5,5,2,2,6,2,2,1,1,1,6,1,5,6,1
"63881",5,5,5,2,6,5,4,5,5,5,4,5,1,2,4,2,4,1,1,1,5,1,4,3,2
"63882",3,5,5,3,5,5,3,4,1,6,6,2,4,2,4,5,5,5,4,2,5,4,6,6,1
"63883",3,4,6,6,4,6,2,4,1,2,2,3,5,5,6,4,5,4,2,4,6,6,6,5,3
"63884",2,5,5,2,6,4,3,NA,2,4,2,2,3,6,6,1,4,1,2,1,5,2,6,4,1
"63885",5,4,1,2,2,5,5,4,2,4,2,4,3,4,4,2,3,2,2,2,4,3,6,5,3
"63887",3,4,2,5,4,5,5,4,4,4,3,3,2,4,5,2,5,4,2,6,5,4,5,6,1
"63888",6,1,5,4,2,3,4,3,2,3,1,3,5,2,4,5,6,6,2,4,4,5,3,2,4
"63890",1,6,5,3,5,4,2,2,2,2,2,2,4,5,5,1,1,1,1,1,5,2,5,5,2
"63897",4,5,4,2,4,4,2,5,5,6,3,5,4,3,3,3,5,4,3,1,5,1,4,4,3
"63898",1,5,4,5,2,2,5,2,5,2,4,4,4,4,4,1,1,3,2,4,6,1,6,6,1
"63899",1,6,5,4,5,5,6,5,4,4,6,1,3,6,5,5,4,6,5,5,6,4,5,6,2
"63900",3,5,2,4,2,5,4,6,2,2,5,4,4,5,5,3,3,2,3,1,4,2,4,6,2
"63902",1,6,5,6,5,5,5,5,2,2,3,3,4,5,5,1,2,2,2,3,5,2,5,5,2
"63907",3,5,4,6,5,6,5,5,2,5,2,4,5,5,3,2,NA,3,6,5,6,1,6,5,1
"63909",3,3,4,4,3,3,3,4,2,4,2,2,3,3,2,2,2,2,4,2,3,3,2,5,2
"63911",1,6,5,5,6,5,5,5,1,5,3,1,3,5,6,1,2,2,2,2,2,1,3,6,1
"63912",1,6,6,6,6,4,3,1,4,2,2,2,5,6,6,1,2,2,1,1,6,3,3,3,4
"63913",2,5,5,6,6,6,5,5,1,1,2,1,6,5,5,1,1,1,2,2,6,1,6,6,1
"63918",1,6,6,6,6,6,5,5,1,2,1,2,4,6,6,1,1,1,1,3,5,3,5,5,2
"63924",4,4,6,4,6,4,3,4,4,3,1,1,4,6,6,3,4,4,1,2,5,6,4,4,4
"63925",2,5,5,5,3,4,4,4,2,3,4,4,2,3,3,1,2,2,2,2,4,5,2,6,2
"63930",4,4,5,6,5,4,5,5,2,2,2,1,4,5,5,3,2,2,2,4,4,4,4,2,4
"63931",2,3,5,4,4,5,5,4,2,5,4,4,4,2,4,2,3,2,3,4,5,1,5,4,1
"63932",1,6,6,4,4,6,5,5,2,2,5,3,4,4,5,6,5,5,4,2,5,3,4,6,3
"63934",1,NA,6,6,6,5,5,6,1,1,1,1,6,6,6,4,4,3,1,1,6,3,6,4,1
"63937",1,5,3,1,4,2,5,5,4,6,4,5,3,1,4,1,1,3,2,1,5,1,4,6,1
"63939",2,5,5,2,3,5,4,4,4,4,4,5,2,2,4,3,4,5,5,6,5,3,5,6,2
"63942",3,5,5,4,5,4,2,2,6,6,1,2,5,6,4,2,2,4,4,4,6,2,6,6,2
"63946",5,1,2,6,2,2,4,2,4,5,4,5,4,1,5,6,6,6,5,4,6,1,3,3,3
"63947",2,6,6,6,6,5,5,5,1,1,2,2,5,6,6,5,5,5,2,1,5,2,6,5,1
"63948",1,5,3,6,6,4,3,1,5,5,4,2,2,5,2,3,3,2,5,6,5,2,5,6,1
"63950",1,5,2,6,4,4,4,3,4,5,3,2,5,5,2,1,2,4,3,2,6,2,5,6,2
"63952",2,NA,6,6,6,4,1,5,3,6,1,1,4,6,6,1,4,4,6,6,6,4,6,1,1
"63955",2,3,4,2,4,1,4,2,3,6,5,5,4,4,2,4,6,5,2,2,4,5,3,6,4
"63956",1,6,5,6,6,6,6,5,3,2,3,3,6,5,6,6,6,6,3,6,6,1,6,6,1
"63957",2,3,5,5,4,5,6,5,1,6,6,6,1,1,1,1,1,5,5,1,6,3,2,6,4
"63958",2,4,4,4,5,5,4,4,2,5,4,2,4,5,3,2,3,4,3,1,4,2,4,5,3
"63959",2,6,6,6,5,5,5,5,5,5,2,4,3,4,4,1,2,5,5,5,5,1,5,5,2
"63961",4,1,2,4,5,5,6,4,2,6,5,4,6,2,4,2,5,5,6,5,6,3,5,6,1
"63962",1,NA,5,6,6,5,3,6,1,4,1,1,6,5,6,1,2,1,1,1,6,1,5,6,1
"63963",5,5,6,1,5,5,4,5,5,6,6,5,3,3,4,2,3,3,3,3,5,3,1,6,4
"63966",1,6,5,6,6,4,5,5,4,5,5,4,4,4,5,3,3,5,6,3,5,1,6,6,1
"63967",2,5,6,5,5,5,5,6,1,1,3,1,5,5,6,1,1,1,1,1,6,1,6,4,1
"63971",3,5,5,5,3,5,5,6,2,4,3,5,2,2,5,3,5,4,3,2,4,2,4,5,2
"63977",2,4,5,5,5,6,5,4,2,4,3,1,6,5,6,2,2,1,2,3,6,2,6,5,1
"63978",5,5,6,6,5,6,6,6,5,4,6,5,6,6,5,6,6,5,4,6,5,6,5,6,5
"63979",3,4,5,5,3,6,6,2,5,5,5,6,2,1,5,1,1,1,5,2,5,2,5,6,1
"63980",2,4,4,6,3,4,5,2,3,6,4,4,3,3,2,2,2,2,5,3,2,5,4,3,5
"63982",4,2,2,4,3,6,5,5,3,3,3,4,2,1,4,2,2,4,3,2,2,4,4,4,4
"63983",2,5,5,2,4,5,3,5,5,5,6,6,1,1,2,2,3,2,4,2,4,2,2,6,3
"63984",2,4,3,1,5,6,5,5,1,4,2,6,5,5,5,2,4,6,5,1,6,1,5,6,1
"63985",6,6,3,6,6,4,4,4,4,4,5,3,3,6,5,4,5,NA,4,3,4,2,5,6,5
"63987",1,6,5,6,4,5,5,4,4,3,NA,3,3,3,4,1,2,2,1,4,5,4,5,6,1
"63990",3,5,4,4,5,4,4,3,2,6,1,2,2,5,5,2,2,4,2,1,6,2,4,5,1
"63991",3,NA,NA,NA,3,3,NA,NA,NA,3,NA,3,NA,3,NA,NA,3,3,NA,NA,NA,3,NA,3,NA
"63993",2,2,2,5,4,5,2,3,3,4,3,2,3,3,4,4,4,3,4,2,6,1,5,5,1
"63997",2,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,5,3,4,5,1
"63999",2,4,3,6,4,4,2,4,4,4,4,5,4,2,4,2,3,4,4,3,6,2,4,5,3
"64000",3,5,3,6,4,2,2,4,5,6,3,5,5,3,4,1,1,2,NA,4,6,4,5,5,2
"64001",3,6,6,3,6,6,6,5,1,5,1,1,6,6,6,4,6,4,1,1,6,1,6,6,1
"64003",2,5,5,6,5,4,5,5,1,2,2,1,4,6,5,1,1,2,2,2,5,3,5,6,1
"64005",2,5,5,5,3,4,2,6,2,5,1,4,3,5,6,3,4,3,2,4,4,3,5,5,2
"64006",1,6,5,5,5,5,5,5,1,1,2,2,5,2,6,3,5,3,2,4,6,5,1,3,5
"64010",2,5,6,6,5,4,5,4,4,4,5,3,5,5,5,1,2,1,2,1,5,3,5,5,3
"64012",4,6,2,6,6,4,4,5,3,5,1,4,4,4,2,3,5,4,5,5,6,6,1,4,5
"64014",1,6,6,4,5,5,3,5,2,2,2,3,3,5,3,2,5,3,2,4,5,2,2,6,2
"64016",4,5,5,6,4,6,6,6,1,1,4,1,6,6,6,2,4,5,5,4,6,1,5,6,1
"64017",3,4,5,6,6,3,6,6,1,1,3,1,5,6,6,1,1,1,1,1,5,1,6,6,1
"64018",1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,3,2,4,1,3,2,6,5,1
"64020",1,6,6,6,NA,6,2,6,1,2,6,6,5,6,6,1,2,6,1,4,6,1,2,6,5
"64021",1,6,6,6,6,2,5,4,1,6,1,1,1,6,3,3,2,1,5,1,6,6,6,5,4
"64024",1,6,6,6,6,5,6,5,1,1,1,1,5,6,2,1,2,4,4,1,6,5,6,6,1
"64025",1,6,6,6,6,6,4,5,1,2,1,1,6,6,6,1,1,1,1,1,6,1,6,6,2
"64028",4,5,3,6,3,3,2,4,NA,4,4,4,4,5,2,1,1,2,2,1,6,4,5,5,2
"64029",5,5,5,5,5,5,6,5,5,NA,5,4,6,5,6,5,6,5,4,5,NA,6,5,5,6
"64030",5,3,4,4,4,4,1,3,3,4,6,6,1,1,1,2,4,3,4,3,6,1,3,5,2
"64031",6,5,4,6,6,6,6,5,3,1,4,4,5,6,6,3,1,2,1,2,5,5,4,3,3
"64032",4,4,4,4,4,4,3,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,NA,3
"64033",1,5,4,5,4,2,3,3,1,6,3,3,2,2,5,3,2,3,5,3,3,3,4,6,2
"64036",2,6,4,6,5,4,5,5,2,2,4,2,6,6,3,2,2,5,4,3,5,4,3,6,3
"64044",3,6,5,3,5,3,3,5,5,4,5,6,2,4,4,6,6,4,5,6,4,4,3,5,4
"64046",2,5,4,3,4,4,4,4,3,3,5,5,3,4,4,5,5,5,4,5,3,3,4,5,2
"64047",1,5,5,2,3,3,4,3,3,4,4,4,5,3,6,6,6,5,6,6,5,1,6,6,1
"64049",3,4,1,6,4,2,1,6,2,6,6,6,1,1,3,2,4,1,6,1,6,1,1,6,1
"64050",1,6,5,6,5,5,1,4,3,4,3,2,1,4,1,1,2,2,4,4,4,5,3,2,2
"64051",2,5,6,5,6,5,5,6,NA,2,2,2,6,6,5,1,1,1,1,1,6,1,4,6,2
"64053",1,6,6,6,6,6,5,5,1,1,3,2,5,5,6,2,2,1,1,1,6,1,5,6,4
"64056",4,6,6,6,6,2,2,3,5,6,1,2,6,6,5,NA,6,6,4,6,6,6,5,6,1
"64057",2,5,5,6,6,4,4,4,5,3,1,5,4,6,3,2,3,4,3,6,3,4,4,5,4
"64065",4,5,4,1,4,4,5,6,2,2,1,1,4,6,6,2,4,5,1,1,5,6,4,6,2
"64066",1,3,4,4,4,4,1,5,3,2,6,2,1,5,3,1,1,1,1,4,5,5,4,6,2
"64069",2,6,5,3,4,2,3,6,5,5,1,3,4,6,5,3,4,5,1,4,4,3,4,6,3
"64072",4,3,2,1,4,6,6,6,1,2,3,4,2,4,3,2,5,4,4,2,6,2,6,6,1
"64074",1,4,5,6,5,5,5,4,1,2,2,4,4,6,6,2,4,2,2,2,5,1,4,5,3
"64075",5,4,1,4,2,6,5,6,1,4,6,6,1,1,5,2,4,1,5,1,6,1,4,6,1
"64076",2,5,6,5,5,2,5,5,3,5,5,2,2,5,5,4,5,5,NA,5,5,1,3,5,3
"64078",1,5,6,5,6,4,4,2,2,5,1,1,5,6,6,1,1,1,2,4,4,2,5,NA,2
"64079",1,1,1,1,5,6,6,6,1,2,2,4,5,5,6,1,2,6,4,6,6,2,6,6,5
"64086",2,5,5,4,5,4,2,2,5,5,2,2,5,4,5,4,4,4,3,2,5,2,6,6,1
"64087",4,4,2,2,3,5,3,5,3,5,4,4,2,4,NA,2,4,5,5,1,6,1,6,6,1
"64089",1,6,4,6,5,5,1,2,5,5,2,2,4,6,5,1,1,2,4,5,2,1,5,5,2
"64091",1,4,2,1,5,2,1,1,4,4,3,4,4,5,3,2,2,3,4,3,6,1,3,6,2
"64092",2,5,3,5,5,5,5,5,3,3,2,2,4,5,5,2,2,2,2,2,5,3,4,2,2
"64094",3,4,4,3,4,5,5,3,4,5,4,3,3,3,4,3,4,2,1,2,6,4,5,5,3
"64097",1,NA,6,5,6,3,5,4,2,2,1,1,6,6,5,2,2,2,1,4,5,2,6,6,1
"64099",4,5,5,5,5,5,5,4,5,6,2,4,5,6,5,4,4,4,5,6,6,4,5,6,2
"64100",3,4,4,6,4,4,6,4,2,4,3,3,3,4,4,4,5,4,3,4,5,2,4,3,3
"64101",3,5,5,5,5,5,5,4,2,4,6,4,4,5,4,2,3,1,1,2,5,1,5,4,3
"64102",2,5,6,6,5,4,4,4,2,2,4,3,5,5,2,2,3,3,2,3,5,2,6,6,5
"64103",4,5,5,3,5,5,4,4,3,2,1,1,5,6,5,2,2,4,4,2,5,2,4,5,2
"64108",2,6,6,6,6,5,5,4,1,4,1,1,5,6,5,4,4,4,4,4,6,2,5,6,2
"64111",1,5,5,6,4,5,5,5,3,3,6,4,5,4,5,3,3,2,1,2,6,4,5,5,2
"64113",1,6,6,6,5,1,4,5,1,4,4,2,5,2,6,1,NA,1,1,1,6,1,5,5,1
"64116",1,5,4,5,4,4,4,3,3,4,2,2,3,5,3,5,5,5,3,5,4,5,3,4,3
"64119",2,5,4,5,4,2,2,3,5,6,2,2,4,5,6,3,4,3,3,2,5,4,5,5,1
"64120",2,6,5,5,6,3,1,3,5,6,1,1,6,6,4,4,4,6,4,4,5,4,6,6,1
"64122",3,6,6,6,6,6,6,6,1,1,3,1,3,6,6,1,1,1,1,1,6,1,6,1,6
"64125",6,4,1,5,1,2,2,1,2,6,5,6,1,1,1,5,4,2,5,2,6,2,2,6,2
"64128",3,4,4,4,4,4,3,3,4,4,3,3,4,4,3,3,4,5,5,2,4,4,3,6,2
"64129",1,5,6,5,6,5,4,4,2,4,2,5,3,2,5,6,6,6,5,6,6,1,5,5,1
"64132",3,2,4,3,4,3,4,5,4,5,4,3,2,4,4,5,5,4,5,3,4,1,4,4,4
"64134",3,2,1,2,4,5,5,4,2,4,3,4,5,3,4,2,3,2,3,1,4,2,5,5,3
"64136",3,3,4,5,2,5,4,5,2,4,5,2,4,5,4,2,5,4,2,1,5,2,5,6,4
"64137",2,5,5,4,5,5,4,2,4,4,2,2,5,5,4,2,4,4,4,2,6,2,5,5,2
"64138",2,5,4,5,5,3,4,2,4,4,2,3,4,3,4,2,3,5,4,4,4,4,5,6,2
"64141",2,5,5,5,5,5,5,5,4,4,2,3,5,5,5,2,3,2,3,5,6,5,6,6,3
"64142",2,6,5,6,4,4,4,4,3,4,2,3,5,4,5,3,4,4,4,4,5,1,5,5,2
"64143",2,6,5,6,5,4,5,5,2,1,1,1,4,5,3,2,4,2,4,2,5,2,6,6,2
"64144",3,3,1,3,2,2,2,4,3,4,6,6,1,1,1,5,3,4,6,2,5,1,1,5,3
"64147",2,4,6,4,5,4,5,4,4,4,1,2,6,3,5,2,4,1,1,1,5,2,6,6,2
"64148",3,4,2,4,4,6,6,4,2,4,4,3,3,5,5,2,2,2,2,6,3,4,4,4,3
"64150",3,4,3,5,4,3,3,3,3,5,3,3,3,4,3,1,2,1,3,2,3,2,4,4,4
"64151",1,5,6,5,5,5,6,5,1,3,2,4,4,5,5,1,3,1,1,5,4,4,5,4,4
"64152",1,5,6,5,5,2,1,4,4,6,2,4,5,5,6,1,1,1,3,2,6,2,4,5,2
"64154",2,5,6,5,6,6,6,6,1,4,4,4,5,5,5,5,4,5,5,5,5,3,5,6,1
"64155",5,4,4,4,5,4,4,5,2,5,2,4,4,5,5,4,4,4,4,2,5,3,5,5,2
"64156",1,4,6,6,6,4,4,5,2,2,2,4,3,6,5,1,2,2,2,2,6,1,6,5,1
"64158",2,3,1,1,1,4,2,2,4,6,1,6,1,1,2,5,5,2,6,3,2,5,2,5,3
"64163",1,6,6,6,4,6,5,6,1,4,1,2,6,4,5,6,5,6,6,4,5,1,5,6,1
"64168",1,6,5,5,5,5,2,3,4,4,4,4,4,5,5,1,2,1,4,4,5,4,4,5,2
"64169",2,5,6,6,6,6,6,6,2,1,2,1,5,6,6,2,2,2,2,2,5,2,4,1,2
"64178",NA,5,4,6,4,4,5,5,2,2,5,6,2,1,1,6,6,6,6,3,1,1,1,6,2
"64179",2,4,3,6,6,6,4,2,2,4,2,1,6,5,6,1,2,1,1,1,6,1,6,5,1
"64180",4,2,4,4,4,3,4,5,1,1,5,2,4,5,5,4,2,2,2,3,6,2,3,5,4
"64185",2,5,4,4,5,5,4,4,3,5,3,4,4,3,6,4,4,4,3,4,5,3,3,5,2
"64192",6,5,6,5,6,1,1,1,6,6,6,1,6,3,1,6,6,6,6,6,6,1,6,2,2
"64193",2,5,5,6,4,4,3,3,3,5,2,2,6,5,5,5,5,5,4,2,6,1,5,6,2
"64195",2,5,5,6,6,5,5,5,1,2,2,2,4,6,6,2,2,3,3,1,5,1,5,4,3
"64200",4,NA,5,6,6,4,4,5,2,3,1,1,6,5,6,1,3,3,2,2,6,3,6,5,3
"64202",4,2,2,2,4,1,1,2,6,6,2,6,2,2,2,5,5,2,5,6,6,2,6,6,2
"64204",2,5,5,6,5,2,4,5,5,2,5,5,4,3,2,1,2,2,5,5,4,1,2,5,1
"64206",2,5,5,4,6,5,5,6,1,4,4,2,5,5,3,1,1,2,4,4,6,2,5,5,2
"64212",2,5,3,2,3,2,3,5,5,5,4,5,2,3,4,5,5,4,4,4,5,4,3,6,3
"64216",4,4,3,5,5,4,4,4,4,6,4,4,NA,3,6,4,3,4,4,4,5,5,NA,6,2
"64217",2,5,6,3,5,5,3,2,4,4,1,2,5,5,5,4,4,2,3,2,6,3,4,5,2
"64222",1,6,6,6,5,5,4,5,2,2,5,4,4,5,5,2,3,5,4,1,6,3,5,6,2
"64226",2,4,4,2,2,4,2,2,4,6,2,2,4,3,5,5,NA,4,2,4,6,5,3,4,4
"64228",1,6,6,6,6,4,4,4,2,5,5,2,6,5,6,2,2,2,2,6,3,3,4,6,1
"64231",2,6,6,6,6,1,5,5,1,1,1,1,5,6,6,3,2,3,1,3,6,3,4,5,4
"64235",2,5,5,6,4,3,2,4,5,4,2,3,4,5,4,2,2,2,5,3,6,3,4,2,2
"64236",2,5,3,2,2,4,2,5,5,5,6,6,4,1,2,5,5,4,6,5,4,5,2,5,4
"64240",2,5,5,5,5,NA,5,5,1,1,4,5,5,5,5,2,3,1,2,2,6,1,6,6,1
"64241",4,5,3,5,4,3,4,5,3,3,5,5,2,4,4,5,4,4,3,4,5,2,4,6,2
"64242",2,6,5,5,4,5,4,5,1,2,3,2,4,5,4,1,2,1,2,1,4,3,4,5,2
"64243",2,5,3,5,2,2,4,2,5,5,1,4,4,4,6,5,5,5,6,6,6,6,5,6,4
"64244",2,6,6,4,2,6,5,5,1,3,5,4,6,5,5,1,1,1,1,1,5,2,6,6,2
"64248",2,5,4,6,4,2,3,2,5,4,4,5,2,3,2,4,5,5,5,4,5,5,4,6,2
"64250",1,6,6,1,1,6,6,6,1,6,1,6,5,2,6,6,6,6,6,3,6,3,6,6,1
"64251",1,5,3,4,4,3,2,4,4,5,6,NA,2,4,2,3,4,4,6,4,5,3,4,5,2
"64254",5,5,5,4,6,4,5,4,2,1,1,2,5,6,4,1,3,1,2,1,6,1,6,4,4
"64256",1,6,5,4,6,3,6,6,1,1,3,1,4,5,6,4,1,1,2,4,6,1,6,5,1
"64261",3,6,3,5,3,4,NA,2,4,4,4,5,3,2,2,5,5,4,5,4,5,2,2,5,4
"64263",2,6,6,5,5,5,3,5,4,4,1,1,5,5,5,4,4,2,3,2,5,3,6,6,2
"64264",5,6,6,5,5,3,5,6,5,1,5,5,5,3,6,5,6,6,6,6,6,6,6,6,NA
"64266",2,5,2,4,2,6,1,6,1,2,5,1,2,1,5,5,5,2,4,4,6,1,4,6,1
"64267",2,3,3,4,4,5,5,2,2,4,5,5,2,2,2,1,2,2,3,4,NA,1,4,6,2
"64274",2,6,6,5,5,5,5,5,1,4,1,2,3,6,2,1,1,2,2,2,4,3,6,6,1
"64275",5,5,3,6,6,6,6,5,2,6,4,3,5,5,6,3,4,4,4,3,6,3,6,6,2
"64279",3,3,4,2,2,5,5,4,2,2,5,5,4,2,3,3,4,4,4,4,5,2,3,4,5
"64280",3,6,4,6,5,4,6,NA,1,1,2,2,4,4,5,2,4,1,2,4,5,1,4,4,3
"64284",1,6,6,6,6,5,5,6,2,3,2,1,5,6,6,2,2,4,3,2,5,3,5,4,3
"64286",2,6,6,6,6,5,4,5,2,2,4,1,5,5,4,1,2,2,1,1,6,1,5,5,3
"64289",2,4,4,5,4,5,6,5,1,1,1,1,6,6,6,1,2,1,1,2,6,4,5,4,1
"64290",2,6,6,6,6,NA,6,5,1,1,6,4,5,4,6,1,1,1,1,2,NA,4,5,5,4
"64295",2,4,4,4,3,5,5,4,2,6,5,5,3,3,3,3,3,4,5,5,3,2,3,5,3
"64296",4,5,5,6,4,4,5,4,3,6,3,6,3,3,4,6,6,6,6,6,6,1,3,6,1
"64297",2,4,3,3,3,4,2,3,2,3,3,4,4,6,3,NA,1,3,3,3,2,2,4,5,2
"64298",2,5,6,4,6,4,3,4,3,1,2,4,5,5,5,1,1,1,1,2,6,4,5,6,1
"64299",2,4,5,4,6,5,5,6,2,2,3,4,4,5,4,1,3,4,4,4,5,4,4,5,2
"64300",5,4,3,2,3,4,6,6,5,4,1,1,4,6,6,4,6,2,1,4,4,6,4,5,4
"64303",2,4,4,3,5,5,3,4,3,4,1,2,5,6,5,1,1,1,1,2,5,3,4,4,NA
"64305",2,4,5,6,4,4,5,5,5,2,2,2,5,5,2,3,3,2,2,2,4,2,4,3,4
"64308",1,6,6,6,6,6,5,4,1,5,2,1,4,6,4,1,3,3,1,1,5,2,6,6,1
"64310",4,6,5,5,3,5,5,5,2,3,1,2,2,3,6,1,4,1,3,2,5,2,5,5,1
"64311",3,3,3,4,4,3,4,4,3,4,4,2,4,3,3,1,2,2,4,3,4,4,4,4,3
"64312",5,5,2,4,4,5,6,4,2,3,2,2,2,5,3,4,4,5,4,6,3,5,3,5,2
"64315",4,4,4,1,5,6,5,3,3,1,3,3,4,6,5,3,1,2,1,1,5,4,4,3,2
"64318",5,5,4,5,5,5,5,5,3,4,4,3,3,6,6,2,4,1,2,2,4,5,4,5,4
"64320",1,5,5,5,5,5,4,5,2,3,1,1,5,6,3,4,4,2,4,2,5,3,5,5,1
"64321",1,6,6,6,6,6,6,6,1,1,1,4,6,4,3,6,6,6,6,6,6,1,6,6,1
"64322",3,5,2,1,5,6,2,4,1,1,2,2,4,2,6,1,1,2,1,1,6,1,5,6,1
"64323",3,6,4,6,4,1,6,6,1,1,2,4,2,5,4,1,1,1,1,1,4,4,4,5,4
"64324",1,6,6,5,6,4,5,4,5,5,3,2,6,5,4,3,4,3,6,4,6,1,6,6,6
"64326",2,5,5,4,6,4,6,5,2,4,6,4,4,5,5,2,2,2,4,4,5,4,4,4,4
"64327",1,5,5,6,5,3,4,5,4,4,2,4,5,5,4,4,5,4,4,2,4,6,4,6,3
"64329",2,5,5,3,5,3,4,5,4,5,3,4,4,4,4,5,6,5,4,5,5,3,5,5,2
"64332",2,4,5,2,5,5,3,5,2,3,2,2,4,6,4,1,2,1,3,2,4,2,5,5,3
"64333",2,6,6,5,6,6,5,5,1,1,1,1,NA,6,6,1,4,1,1,1,6,2,6,6,2
"64334",1,5,6,4,5,4,3,4,3,3,1,3,5,5,4,2,3,3,2,2,6,2,5,6,2
"64335",5,4,3,3,4,6,3,6,1,2,4,1,4,3,6,2,3,2,5,1,6,1,6,6,2
"64338",2,4,6,5,5,5,4,5,3,4,2,2,5,5,6,3,2,4,2,1,6,2,3,5,4
"64339",1,5,6,6,4,4,4,3,2,5,3,3,5,4,4,5,5,6,5,5,5,2,5,6,2
"64340",2,6,5,4,5,6,5,6,1,3,2,3,6,6,6,4,3,2,2,3,5,3,4,5,4
"64341",4,6,1,6,6,1,1,6,6,6,4,6,4,1,1,4,3,6,5,6,1,6,2,6,2
